py,ch,en
lù,璐,"(jade)
beautiful jade"
lù,路,"(surname) / road / path / way
road / CL:條|条[tiao2] / journey / route / line (bus etc) / sort / kind"
lù,逯,"(surname) / go carefully
to walk cautiously / to walk aimlessly"
lù,鹭,"heron
heron"
lù,戮,"kill
to kill"
lù,辘,"windlass
windlass"
lù,辂,"chariot
chariot"
lù,渌,"clear (water) / strain liquids
clear (water) / strain liquids"
lù,录,"to record / to hit / to copy
diary / record / to hit / to copy"
lù,鹿,"deer
deer"
lù,禄,"good fortune / official salary
good fortune / official salary"
lù,潞,"(surname) / name of a river
name of a river / surname Lu"
lù,碌,"laborious / small stone / to record / to tape / to write down / to hire / to employ
variant of 碌[liu4]"
lù,赂,"bribe / bribery
bribe / bribery"
lù,漉,"strain liquids
strain liquids"
lù,簏,"box / basket
box / basket"
lù,露,"to show / to reveal / to expos / dew
dew / syrup / nectar / outdoors (not under cover) / to show / to reveal / to betray / to expose"
lv́,驴,"donkey
donkey / CL:頭|头[tou2]"
lv́,榈,"palm tree
palm tree"
lv́,闾,"gate of a village / village
gate of a village / village"
lè,捋,"stroke (beard), strip (cow, leaves, branch)
to hold sth long and run one's hand along it"
lv̌,铝,"aluminum
aluminum (chemistry)"
lv̌,屡,"time and again
time and again / repeatedly / frequently"
lv̌,缕,"state in detail / strand / thread
strand / thread / detailed / in detail / classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)"
lv̌,吕,"(surname)
pitchpipe, pitch standard, one of the twelve semitones in the traditional tone system"
lv̌,侣,"companion
companion"
lv̌,履,"shoe / to tread on
shoe / to tread on"
lv̌,旅,"trip / travel
trip / travel / to travel / brigade (army)"
lv̌,褛,"soiled / tattered
soiled / tattered"
lv̌,膂,"backbone / strength
backbone / strength"
lv̀,氯,"chlorine
chlorine (chemistry)"
lv̀,律,"law
law"
lv̀,滤,"to strain / to filter
to strain / to filter"
lv̀,虑,"anxiety
to think over / to consider / anxiety"
lv̀,绿,"green / chlorine
green"
lv̀,率,"rate / frequency, to lead / command
to lead / to command / rash / hasty / frank / straightforward / generally / usually"
luán,娈,"beautiful
beautiful"
luán,脔,"skinny / sliced meat
skinny / sliced meat"
luán,銮,"imperial
imperial"
luán,峦,"mountain ranges
mountain ranges"
luán,孪,"twins
twins"
luán,鸾,"(mythical bird)
mythical bird related to phoenix"
luán,栾,"Koelreuteria paniculata
Koelreuteria paniculata"
luán,滦,"name of a river
river and county in Hebei Province"
luán,挛,"twisted / bent / crooked / cramped
twisted / bent / crooked / cramped"
luǎn,卵,"ovum
egg / ovum / spawn"
luàn,乱,"in confusion / disorderly
in confusion or disorder / in a confused state of mind / disorder / upheaval / riot / illicit sexual relations / to throw into disorder / to mix up / indiscriminate / random / arbitrary"
lvè,锊,"(ancient unit of weight)
(ancient unit of weight)"
lvè,略,"plan / strategy / outline / summary / slightly / rather / to rob / to plunder / to summarize
variant of 略[lu:e4]"
lvè,掠,"plunder
to take over by force / to rob / to plunder / to brush over / to skim / to sweep"
lún,抡,"whirl (one's arm), select
to select"
lún,轮,"wheel / gear / (by) turn / rotate
wheel / disk / ring / steamship / to take turns / to rotate / by turn / classifier for big round objects: disk, or recurring events: round, turn"
lún,纶,"classify / silk thread / twist silk
to classify / to twist silk / silk thread"
lún,伦,"human relationship
human relationship / order / coherence"
lún,仑,"arrange, Koulkun mountains
Kunlun (Karakorum) mountain range in Xinjiang"
lún,沦,"perish
to sink (into ruin, oblivion) / to be reduced to"
lún,囵,"complete
complete"
lùn,论,"the Analects (of Confucius), by the / per / discuss / theory / to talk (about) / to discuss
opinion / view / theory / doctrine / to discuss / to talk about / to regard / to consider / per / by the (kilometer, hour etc)"
luō,罗,"fussy / talkative, subordinate in a gang of bandits, (surname) / gauze / to collect / to gather / to catch / to shift
gauze / to collect / to gather / to catch / to sift"
luó,猡,"name of a tribe
name of a tribe"
luó,螺,"screw / snail
spiral shell / snail / conch"
luó,逻,"logic / patrol
patrol"
luó,锣,"gong
gong / CL:面[mian4]"
luó,箩,"basket
basket"
luó,骡,"mule
variant of 騾|骡[luo2]"
luó,萝,"radish
radish"
luǒ,瘰,"scrofula / tuberculosis of glands
scrofula / tuberculosis of glands"
luǒ,裸,"naked
variant of 裸[luo3]"
luǒ,蠃,"solitary wasp
solitary wasp"
luò,摞,"pile up
to pile up / to stack / a pile / a stack"
luò,雒,"black horse with white mane / fearful
black horse with white mane / fearful"
luò,骆,"camel
camel / white horse with a black mane (archaic)"
luò,洛,"(surname) / name of a river
surname Luo / old name of several rivers (in Henan, Shaanxi, Sichuan and Anhui)"
bó,泺,"name of a river
name of a river"
luò,珞,"neck-ornament
neck-ornament"
luò,荦,"brindled ox / clear / eminent
brindled ox / clear / eminent"
ma,嘛,"(a modal particle)
modal particle indicating that sth is obvious / particle indicating a pause for emphasis"
yāo,么,"(interrog. part.), (interrog. suff.), one on dice / small
variant of 麼|么[me5]"
mā,妈,"ma / mamma
ma / mom / mother"
mǎ,蚂,"dragonfly, ant, grasshopper
grasshopper"
mā,嬷,"ma / mamma
dialectal or obsolete equivalent of 媽|妈[ma1] / Taiwan pr. [ma1]"
má,麻,"(to have) pins and needles / tingling / hemp / numb / to bother
generic name for hemp, flax etc / hemp or flax fiber for textile materials / sesame / CL:縷|缕[lu:3] / (of materials) rough or coarse / pocked / pitted / to have pins and needles or tingling / to feel numb"
má,蟆,"toad, toad
old variant of 蟆[ma2]"
mǎ,马,"horse / horse chess piece / Surname
horse / CL:匹[pi3] / horse or cavalry piece in Chinese chess / knight in Western chess"
mǎ,码,"a weight / number / yard / pile / stack
weight / number / code / to pile / to stack / classifier for length or distance (yard), happenings etc"
mà,犸,"mammoth
mammoth"
mǎ,玛,"agate / cornelian
agate / cornelian"
ma,吗,"morphine, (question tag)
(question particle for ""yes-no"" questions)"
mà,骂,"scold / abuse
variant of 罵|骂[ma4]"
mà,唛,"mark
mark (loanword) / also pr. [ma4]"
mái,霾,"dust-storm
haze"
mái,埋,"bury, to blame
to blame"
mǎi,买,"buy
to buy / to purchase"
mài,麦,"(surname) / wheat / barley / oats
wheat / barley / oats"
mài,劢,"put forth effort
put forth effort"
mài,卖,"to sell
to sell / to betray / to spare no effort / to show off or flaunt"
mài,迈,"take a step
to take a step / to stride"
mài,脉,"mountain range / pulse
variant of 脈|脉[mai4]"
mán,颟,"dawdling
dawdling"
mán,馒,"steamed bread
steamed bread"
mán,鳗,"eel / Anguilla lostoniensis
eel / Anguilla lostoniensis"
mán,瞒,"conceal from
to conceal from / to keep (sb) in the dark"
mán,蛮,"barbarian / bullying / very / quite / rough / reckless
barbarian / bullying / very / quite / rough / reckless"
màn,蔓,"Brassica campestris, creeper / to spread
creeper / to spread"
mán,谩,"deceive, disrespect / neglect / slight
to slander / to be disrespectful / to slight"
mǎn,满,"Manchurian / to fill / to fulfill / filled / packed
to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented"
màn,缦,"plain thin silk / slow / unadorned
plain thin silk / slow / unadorned"
màn,幔,"curtain
curtain"
màn,曼,"handsome / large / long
handsome / large / long"
màn,墁,"to plaster
to plaster"
màn,熳,"to spread
to spread"
màn,漫,"free / unrestrained / inundate
free / unrestrained / to inundate"
màn,镘,"side of coin without words / trowel
side of coin without words / trowel"
màn,慢,"slow
slow"
máng,忙,"busy
busy / hurriedly / to hurry / to rush"
máng,硭,"crude saltpeter
crude saltpeter"
máng,邙,"name of a hill
Mt Mang at Luoyang in Henan, with many Han, Wei and Jin dynasty royal tombs"
máng,盲,"blind
blind"
máng,茫,"vague / vast
vast, with no clear boundary / fig. hazy / indistinct / unclear / confused"
máng,芒,"Miscanthus sinensis
awn (of cereals) / arista (of grain) / tip (of a blade) / Miscanthus sinensis (type of grass) / variant of 邙, Mt Mang at Luoyang in Henan"
máng,氓,"vagrant / ruffian, people
common people"
mǎng,蟒,"Python molurus
python"
mǎng,莽,"Illicium anisatum / rude
thick weeds / luxuriant growth / Illicium anisatum, a shrub with poisonous leaves / impertinent"
māo,猫,"cat / pussy
cat / CL:隻|只[zhi1] / (dialect) to hide oneself / (coll.) modem"
máo,毛,"hair / pore / fur
hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])"
máo,髦,"bang (hair) / fashionable / mane
bang (hair) / fashionable / mane"
máo,蟊,"Spanish fly / grain-eating grub
Spanish fly / grain-eating grub"
máo,茅,"(surname) / thatch
reeds / rushes"
máo,锚,"anchor
anchor"
máo,矛,"spear / lance / pike
spear / lance / pike"
máo,旄,"banner decorated with animal's tail, aged
variant of 耄[mao4]"
máo,蝥,"Spanish fly / grain-eating grub
variant of 蟊[mao2]"
mǎo,卯,"4th earthly branch / 5-7 a.m.
old variant of 卯[mao3]"
lǐu,铆,"riveting
to fasten with rivets / (coll.) to exert one's strength"
mǎo,昴,"the Pleiades
the Pleiades"
mǎo,泖,"still water
still water"
mào,瑁,"(jade)
(jade)"
mào,冒,"brave / bold / to cover
to emit / to give off / to send out (or up, forth) / to brave / to face / reckless / to falsely adopt (sb's identity etc) / to feign / (literary) to cover"
mào,耄,"aged
extremely aged (in one's 80s or 90s) / octogenarian / nonagenarian"
mào,茂,"luxuriant
luxuriant / (chemistry) cyclopentadiene"
mào,帽,"hat / cap
hat / cap"
mào,瞀,"indistinct vision / dim
indistinct vision / dim"
mào,貌,"appearance
appearance"
mào,懋,"be great / exert the mind
to be hardworking / luxuriant / splendid"
mào,贸,"commerce / trade
commerce / trade"
mào,袤,"length / distance from north to south
length / distance from north to south"
méi,媒,"medium / intermediary / matchmaker / go-between
medium / intermediary / matchmaker / go-between / abbr. for 媒體|媒体[mei2 ti3], media, esp. news media"
méi,嵋,"name of a mountain in Sichuan
see 峨嵋山[E2 mei2 Shan1]"
méi,眉,"eyebrow / upper margin
eyebrow / upper margin"
méi,霉,"bacteria / fungi / moldy
variant of 霉[mei2]"
méi,梅,"plum flower
old variant of 梅[mei2]"
méi,湄,"brink / edge
brink / edge"
méi,玫,"rose
(fine jade) / see 玫瑰[mei2 gui1]"
méi,煤,"coal
coal / CL:塊|块[kuai4]"
méi,莓,"strawberry
berry / strawberry"
méi,楣,"lintel
lintel / crossbeam"
méi,枚,"M for small objects
classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc / tree trunk / whip / wooden peg, used as a gag for marching soldiers (old)"
méi,酶,"enzyme / ferment
enzyme / ferment"
méi,没,"(negative prefix for verbs) / have not / not, drowned / to end / to die / to inundate
drowned / to end / to die / to inundate"
měi,每,"each / every
each / every"
měi,镁,"magnesium
magnesium (chemistry)"
měi,美,"America / beautiful
beautiful / very satisfactory / good / to beautify / to be pleased with oneself"
měi,浼,"ask a favor of
to ask a favor of"
mèi,魅,"demon / magic / to charm
demon / magic / to charm"
mèi,昧,"conceal / dark
to conceal / dark"
mèi,袂,"sleeve of a robe
sleeve of a robe"
mèi,媚,"flatter / charm
flatter / charm"
mèi,妹,"younger sister
younger sister"
mèi,寐,"sleep soundly
to sleep soundly"
men,们,"(plural marker for pronouns and a few animate nouns)
plural marker for pronouns, and nouns referring to individuals"
mèn,闷,"smother / stuffy, melancholy
bored / depressed / melancholy / sealed / airtight / tightly closed"
mén,扪,"lay hands on / to cover
lay hands on / to cover"
mén,钔,"mendelevium
mendelevium (chemistry)"
mén,门,"opening / door / gate / doorway / gateway / valve / switch / way to do something / knack / family / house / (religious) sect / school (of thought) / class / category / phylum or division (taxonomy)
gate / door / CL:扇[shan4] / gateway / doorway / CL:個|个[ge4] / opening / valve / switch / way to do something / knack / family / house / (religious) sect / school (of thought) / class / category / phylum or division (taxonomy) / classifier for large guns / classifier for lessons, subjects, branches of technology / (suffix) -gate (i.e. scandal; derived from Watergate)"
mèn,懑,"melancholy
melancholy"
mèn,焖,"cook in a covered vessel
to cook in a covered vessel / to casserole / to stew"
méng,蒙,"deceive / cheat / hoodwink, drizzle / mist, dim sighted / ignorant, Mongolia / cover
to cover / ignorant / to suffer (misfortune) / to receive (a favor) / to cheat"
méng,礞,"(mineral)
(mineral)"
méng,檬,"lemon
lemon"
méng,甍,"rafters supporting tiles
rafters supporting tiles / ridge of a roof"
méng,虻,"Tabanus trigonus / house fly
old variant of 虻[meng2]"
méng,朦,"deceive / indistinct
indistinct / unclear / to deceive"
méng,萌,"people / sprout
to sprout / to bud / to have a strong affection for (slang) / adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)"
méng,艨,"war-boat
ancient warship / see 艨艟, ancient leatherclad warship"
méng,盟,"oath / pledge / union / to ally
oath / pledge / union / to ally / league, a subdivision corresponding to prefecture in Inner Mongolia"
měng,蠓,"grasshopper / midge / sandfly
grasshopper / midge / sandfly"
měng,蜢,"grasshopper
grasshopper"
měng,艋,"small boat
small boat"
měng,懵,"stupid
stupid"
měng,猛,"ferocious / suddenly / fierce / violent / abrupt
ferocious / fierce / violent / brave / suddenly / abrupt / (slang) awesome"
měng,锰,"manganese
manganese (chemistry)"
mèng,梦,"to dream
dream / CL:場|场[chang2],個|个[ge4]"
mèng,孟,"first month / eldest brother / (surname)
first month of a season / eldest amongst brothers"
mī,咪,"sound to call cat
sound for calling a cat"
mǐ,眯,"to squint, blind (as with dust)
to narrow one's eyes / to squint / (dialect) to take a nap"
mí,蘼,"millet
millet"
mí,醚,"ether
ether"
mí,麋,"(surname) / moose / river bank
moose / river bank"
mí,迷,"bewilder / crazy about / fan / enthusiast / lost / confused
to bewilder / crazy about / fan / enthusiast / lost / confused"
mí,縻,"tie up
to tie up"
mí,糜,"dissolved / rice-gruel / wasted
rice gruel / rotten / to waste (money)"
mí,谜,"riddle
riddle"
mí,弥,"full / to fill, overflowing
brimming or overflowing"
mí,猕,"macaque
macaque"
mǐ,靡,"wasted, extravagant / go with fashion / not
extravagant / go with fashion / not"
mǐ,米,"(measure word) meter / rice
rice / CL:粒[li4] / meter (classifier)"
miē,芈,"(surname)
to bleat (of a sheep)"
mǐ,敉,"peaceful
peaceful"
mǐ,弭,"to stop / repress
to stop / repress"
mì,汨,"name of a river
name of a river, the southern tributary of Miluo river 汨羅江|汨罗江[Mi4 luo2 jiang1]"
