py,ch,en
shè,社,"society / group
society / group / club / agency / (old) god of the land"
shè,设,to set up / to arrange / to establish / to found / to display
shè,慑,afraid / be feared / to fear / to frighten / to intimidate
shè,滠,name of a river
shè,厍,surname She
shè,赦,to pardon (a convict)
shè,麝,"musk deer
musk deer (Moschus moschiferus) / also called 香獐子"
shè,摄,"assist / collect / absorb
to take in / to absorb / to assimilate / to act for / to take a photo / photo shoot / photo / to conserve (one's health)"
shè,涉,"involve / concern / wade / to experience
to wade / to be involved / to concern / to experience / to enter (classical)"
shè,射,"radio- (chem.) / shoot
to shoot / to launch / to allude to / radio- (chemistry)"
xī,歙,name of a district in Anhui
shúi,谁,"who, who
who / also pr. [shui2]"
shēn,诜,to inform / to inquire
shēn,伸,to stretch / to extend
shēn,砷,"arsenic
arsenic (chemistry)"
shēn,深,"deep / profound
deep / depth / deeply / (of a color) dark / deep / rich"
shēn,绅,member of gentry
shēn,娠,pregnant
shēn,申,"(surname) / 3-5 p.m. / 9th earthly branch / extend / to state / to explain
to extend / to state / to explain / 9th earthly branch: 3-5 p.m., 7th solar month (7th August-7th September), year of the Monkey / ancient Chinese compass point: 240°"
shēn,身,"body / torso / person / life / status / pregnancy / (a measure word used for clothes) suit
body / life / oneself / personally / one's morality and conduct / the main part of a structure or body / pregnant / classifier for sets of clothes: suit, twinset / Kangxi radical 158"
shēn,呻,groan
shēn,莘,"long / numerous, Asarum sieboldi
Asarum / Wild ginger / also 細辛|细辛[xi4 xin1]"
shén,神,"God / unusual / mysterious / soul / spirit / divine essence / lively / spiritual being
deity / soul / spirit / unusual / mysterious / lively / expressive / expression / look / CL:個|个[ge4] / (slang) awesome / amazing"
shí,什,"what, tenth (used in fractions)
ten (used in fractions, writing checks etc) / assorted / miscellaneous"
shěn,哂,"smile
(literary) to smile / to sneer"
shěn,矧,(interrog.)
shěn,渖,"place name / pour
old variant of 瀋|沈[shen3]"
shěn,谂,"consult
to know / to reprimand / to urge / to long for / to tell / to inform"
shěn,审,to examine / to investigate / carefully / to try (in court)
shěn,婶,wife of father's younger brother
shèn,蜃,(mythical animal) / clam / sea-serpent
shèn,渗,to seep / to ooze / to horrify
shèn,慎,"cautious
old variant of 慎[shen4]"
shēn,胂,arsine
shén,甚,"very / extremely / more (than)
what / very / extremely / any"
shèn,肾,kidney
shèn,椹,"fruit of mulberry
variant of 葚[shen4]"
shēng,生,to be born / to give birth / life / to grow / raw / uncooked / student
shēng,升,"to raise / to hoist / to promote / pint, ascend / peaceful, promoted
variant of 升[sheng1]"
shēng,甥,"nephew
sister's son / nephew"
shēng,笙,"(mus. instr.)
free reed mouth organ, with wooden pipes stuck into a gourd"
shēng,声,"sound / voice / (a measure word, used for sounds) / tone / noise
sound / voice / tone / noise / classifier for sounds"
shēng,牲,domestic animal / sacrificial animal
shèng,胜,"(also sheng4) able to do / competent enough to, peptide, victorious
victory / success / to beat / to defeat / to surpass / victorious / superior to / to get the better of / better than / surpassing / superb (of vista) / beautiful (scenery) / wonderful (view) / (Taiwan pr. [sheng1]) able to bear / equal to (a task)"
shéng,绳,"rope
rope / CL:根[gen1]"
mǐn,渑,name of a river in Shandong
shěng,眚,cataract of the eye / error
shěng,省,"frugal / save / to omit / to leave out / to save (money) / province, comprehend / introspect / visit
to inspect / to examine / to be aware / to pay a visit (to one's parents or elders)"
shèng,圣,holy / sacred / saint / sage
shèng,嵊,name of a district in Zhejiang
shèng,晟,brightness of sun / splendor / also pr. [cheng2]
shèng,剩,"have as remainder
to remain / to be left / to have as remainder"
shī,尸,corpse
shī,师,"a division (milit.) / teacher / master / expert / model
teacher / master / expert / model / army division / (old) troops / to dispatch troops"
shī,蓍,"Achillea sibirica
yarrow (Achillea millefolium)"
shī,虱,louse
shī,失,to lose / to miss / to fail
shī,施,"(surname) / distribute (alms) / to do / to execute / to carry out
to grant / to give / to bestow / to act / to carry out"
shī,湿,moist / wet
shī,诗,"poem / poetry / verse
poem / CL:首[shou3] / poetry / verse"
shī,狮,lion
shí,十,ten / 10
shí,鲥,shad / Ilisha elongata
shí,时,o'clock / time / when / hour / season / period
shí,实,real / true / honest / really / solid / fruit / seed / definitely
shí,埘,hen roost
shí,拾,"pick up / ten (fraud-proof)
to pick up / to collate or arrange / ten (banker's anti-fraud numeral)"
shí,蚀,"eat up slowly / eclipse
to nibble away at sth / to eat into / to erode"
shí,莳,"Peuceclanum gravelens / to plant
to grow / to transplant"
shí,食,"animal feed / eat / food, to feed
to feed"
shì,识,"to know / knowledge, to record / write a footnote
to record / to write a footnote"
shǐ,屎,"stool / feces
stool / feces / ear wax / nasal mucus"
shǐ,史,"history
history / annals / title of an official historian in ancient China"
shǐ,使,to make / to cause / to enable / to use / to employ / to send / to instruct sb to do sth / envoy / messenger
shǐ,矢,"arrow / dart
arrow / dart / straight / to vow / to swear / old variant of 屎[shi3]"
shǐ,豕,hog / swine
shǐ,驶,"hasten / proceed to / sail a vessel
to gallop / speedily / to proceed to / to pilot (ship, plane etc) / to sail"
shǐ,始,"begin
to begin / to start / then / only then"
shì,是,"is / are / am / yes / to be
variant of 是[shi4] / (used in given names)"
shì,仕,"an official
to serve as an official / an official / the two chess pieces in Chinese chess guarding the ""general"" or ""king"" 將|将[jiang4]"
shì,嗜,"addicted to / fond of
addicted to / fond of / stem corresponding to -phil or -phile"
shì,示,to show / to reveal
shì,筮,divine by stalk
shì,士,"scholar / warrior / knight
member of the senior ministerial class (old) / scholar (old) / bachelor / honorific / soldier / noncommissioned officer / specialist worker"
shì,侍,"attend on
to serve / to attend upon"
shì,视,to look at / to regard / to inspect
shì,试,to test / to try / experiment / examination / test
shì,噬,to devour / to bite
shì,拭,"wipe
to wipe"
shì,事,"matter / thing / item / work / affair / CL:件[jian4],樁|桩[zhuang1],回[hui2]"
shì,逝,"depart / die
(of time) to pass / to die"
shì,谥,"confer such title / posthumous title
smiling face"
shì,室,"room
room / work unit / grave / scabbard / family or clan / one of the 28 constellations of Chinese astronomy"
shì,恃,"rely upon
to rely on / mother (formal)"
shì,誓,oath / vow / to swear / to pledge
shì,柿,persimmon
shì,世,life / age / generation / era / world / lifetime / epoch / descendant / noble
shì,氏,"clan name / maiden name
see 月氏[Yue4 zhi1] and 閼氏|阏氏[yan1 zhi1]"
shì,饰,"adorn / ornaments
decoration / ornament / to decorate / to adorn / to hide / to conceal (a fault) / excuse (to hide a fault) / to play a role (in opera) / to impersonate"
shì,铈,"cerium
cerium (chemistry)"
shì,市,market / city / CL:個|个[ge4]
shì,适,"to fit / to suit
to fit / suitable / proper / just (now) / comfortable / well / to go / to follow or pursue"
shì,贳,"borrow / buy on credit / rent out
to borrow / to buy on credit / to rent out"
shì,轼,crossbar in carriage front
shì,舐,to lick / to lap (up)
shì,释,"explain / to release
to explain / to release / Buddha (abbr. for 釋迦牟尼|释迦牟尼[Shi4 jia1 mou2 ni2]) / Buddhism"
shì,弑,"murder a superior
to murder a superior / to murder one's parent"
shì,式,type / form / pattern / style
shì,势,"conditions / influence / tendency
power / influence / potential / momentum / tendency / trend / situation / conditions / outward appearance / sign / gesture / male genitals"
shì,螫,"to sting, to sting
to sting / also pr. [zhe1]"
shōu,收,to receive / to accept / to collect / to put away / to restrain / to stop / in care of (used on address line after name)
shǒu,手,"hand / convenient
hand / (formal) to hold / person engaged in certain types of work / person skilled in certain types of work / personal(ly) / convenient / classifier for skill / CL:雙|双[shuang1],隻|只[zhi1]"
shǒu,首,"head / chief / first (occasion, thing etc) / classifier for poems, songs etc"
shǒu,守,"to guard
to guard / to defend / to keep watch / to abide by the law / to observe (rules or ritual) / nearby / adjoining"
shòu,瘦,"tight / thin / lean
thin / to lose weight / (of clothing) tight / (of meat) lean / (of land) unproductive"
shòu,受,"to bear / to stand / to endure / (passive marker) / to receive
to receive / to accept / to suffer / subjected to / to bear / to stand / pleasant / (passive marker)"
shòu,售,"to sell
to sell / to make or carry out (a plan or intrigue etc)"
shòu,兽,"beast / quadruped
beast / animal / beastly / bestial"
shòu,狩,"hunting-dog / imperial tour
to hunt / to go hunting (as winter sport in former times) / hunting dog / imperial tour"
shòu,寿,"(long) life
long life / old age / age / life / birthday / funerary"
shòu,授,to teach / to instruct / to award / to give
shòu,绶,cord on a seal
shū,书,"book / letter
book / letter / document / CL:本[ben3],冊|册[ce4],部[bu4] / to write"
shū,殊,"unique
different / unique / special / very / (classical) to behead / to die / to cut off / to separate / to surpass"
shū,殳,"(surname) / spear
spear"
shū,纾,"slow / to free from
abundant / ample / at ease / relaxed / to free from / to relieve"
shū,摅,set forth / to spread
shū,输,"to transport / to lose
to lose / to transport / to donate / to enter (a password)"
shū,姝,pretty woman
shū,毹,rug
shū,疏,"negligent / sparse / thin
to dredge / to clear away obstruction / thin / sparse / scanty / distant (relation) / not close / to neglect / negligent / to present a memorial to the Emperor / commentary / annotation"
shū,抒,"to strain / pour out
to express / to give expression to / variant of 紓|纾[shu1] / to relieve"
shū,舒,"(surname) / relax
to stretch / to unfold / to relax / leisurely"
shū,叔,"uncle in direct address
uncle / father's younger brother / husband's younger brother / Taiwan pr. [shu2]"
shū,枢,hinge / pivot
shū,倏,"sudden / abrupt
variant of 倏[shu1]"
shū,蔬,vegetables
shū,梳,"comb
a comb / to comb"
shú,塾,"private tutorage
private school"
shú,孰,who / which / what
shú,赎,to redeem / to ransom
shú,熟,"familiar / skilled / ripe / done / ripe / cooked
cooked (of food) / ripe (of fruit) / mature (of seeds) / familiar / skilled / done / also pr. [shou2]"
shú,秫,"Panicum italicum
broomcorn millet (Panicum spp.) / Panicum italicum / glutinous millet"
shǔ,黍,broomcorn millet / glutinous millet
shù,曙,"dawn / the dawn of a new epoch (metaphor)
daybreak / dawn / the dawn of a new epoch (metaphor) / Taiwan pr. [shu4]"
shǔ,薯,"potato / yam
variant of 薯[shu3]"
shǔ,蜀,"Sichuan
short name for Sichuan 四川[Si4 chuan1] province / one of the Three Kingdoms 三國|三国[San1 guo2] after the fall of the Han dynasty"
shǔ,鼠,rat / mouse / CL:隻|只[zhi1]
shǔ,署,office / bureau / to sign
shǔ,暑,heat / hot weather / summer heat
shù,数,"to count, number / figure / to count / to calculate / several, frequently / repeatedly
frequently / repeatedly"
shǔ,属,"belong to / category / be subordinate to / genus (taxonomy) / be born in the year of (one of the 12 animals) / family members / dependants, join together / fix one's attention on / concentrate on
to join together / to fix one's attention on / to concentrate on"
shù,恕,to forgive
shù,束,"bunch / (a measure word) / to bind / to control
to bind / bunch / bundle / classifier for bunches, bundles, beams of light etc / to control"
shù,墅,villa
shù,澍,moisture / timely rain
shù,漱,"to rinse (mouth)
variant of 漱[shu4]"
shù,戍,garrison
shù,述,to state / to tell / to narrate / to relate
shù,庶,"ordinary
old variant of 庶[shu4]"
shù,沭,river in Shandong
shù,竖,"(straight down character stroke) / to erect / vertical
to erect / vertical / vertical stroke (in Chinese characters)"
shù,树,"tree
tree / CL:棵[ke1] / to cultivate / to set up"
zhú,术,"method / technique, Atractylis lancea var. ovata
various genera of flowers of Asteracea family (daisies and chrysanthemums), including Atractylis lancea"
shuā,刷,"brush, to select
to select"
shuǎ,耍,"play with / to juggle
to play with / to wield / to act (cool etc) / to display (a skill, one's temper etc)"
shuāi,摔,"throw on ground / to fall
to throw down / to fall / to drop and break"
shuǎi,甩,"fling
to throw / to fling / to swing / to leave behind / to throw off / to dump (sb)"
shuài,帅,handsome / graceful / smart / commander in chief / (coll.) cool! / sweet!
shuài,蟀,cricket
shuān,栓,"bottle stopper / wooden pin / plug
bottle stopper / plug / (gun) bolt / (grenade) pin"
shuān,拴,to tie up
shuān,闩,"to bolt
bolt / latch / to bolt / to latch"
shuàn,涮,"rinse
to rinse / to trick / to fool sb / to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table)"
shuāng,双,two / double / pair / both / even (number)
shuāng,孀,widow
shuāng,霜,"frost
frost / white powder or cream spread over a surface / frosting / (skin) cream"
shuǎng,爽,"invigorating / straightforward / frank / open / bright / clear
bright / clear / crisp / open / frank / straightforward / to feel well / fine / pleasurable / invigorating / to deviate"
shǔi,水,"water / river
water / river / liquid / beverage / additional charges or income / (of clothes) classifier for number of washes"
shùi,睡,"to sleep
to sleep / to lie down"
shùi,税,taxes / duties
shuō,说,"persuade (politically), to speak / to say
to speak / to say / to explain / to scold / to tell off / a theory (usually in compounds such as 日心说 heliocentric theory)"
shǔn,吮,to suck
shùn,舜,"name of an emperor
Shun (c. 22nd century BC), mythical sage and leader"
shùn,瞬,to wink
shùn,顺,to obey / to follow / to arrange / to make reasonable / along / favorable
shuò,妁,"(surname) / matchmaker
matchmaker / see 媒妁[mei2 shuo4]"
shuò,铄,"bright / melt / fuse (metal)
bright / to melt / to fuse"
shuò,槊,long lance
shuò,朔,beginning / first day of lunar month / north
shuò,蒴,pod / capsule
shuò,硕,large / big
shuò,搠,daub / thrust
shuò,烁,bright / luminous
sī,斯,(phonetic) / this
sī,撕,to tear
sī,私,personal / private / selfish
sī,思,to think / to consider
sī,丝,"silk / thread / trace
silk / thread / trace / CL:條|条[tiao2] / classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc"
sī,嘶,"hiss / neigh
hiss / neigh / Ss! (sound of air sucked between the teeth, indicating hesitation or thinking over)"
sī,澌,drain dry / to exhaust
